areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02,2026-03,2026-04,2026-05,2026-06
Long Island City,Queens,neighborhood,2345.0,2500.0,2500.0,2568.0,2700.0,2750.0,2655.0,2680.0,2760.0,2740.0,2700.0,2700.0,2630.0,2600.0,2750.0,2765.0,2850.0,2850.0,2975.0,2895.0,3000.0,2930.0,2900.0,2700.0,2700.0,2935.0,2910.0,2935.0,2870.0,2900.0,2900.0,2875.0,2900.0,2855.0,2800.0,2795.0,2800.0,2810.0,2825.0,2950.0,2995.0,2995.0,2955.0,2925.0,2845.0,2780.0,2950.0,3000.0,2950.0,2915.0,2798.0,2820.0,2800.0,2740.0,2681.0,2750.0,2850.0,2995.0,2995.0,3020.0,3050.0,3100.0,2950.0,2980.0,2995.0,3160.0,3150.0,3040.0,3040.0,2995.0,2995.0,3000.0,2950.0,3000.0,3100.0,3104.0,3180.0,3190.0,3200.0,3150.0,3133.0,3050.0,2975.0,2999.0,3030.0,3040.0,2995.0,3000.0,2979.0,3046.0,3100.0,3138.0,3129.0,2970.0,2850.0,2850.0,2835.0,2894.0,2933.0,2903.0,3030.0,3100.0,3138.0,3150.0,3245.0,3167.0,3124.0,3105.0,3051.0,3000.0,3062.0,3167.0,3250.0,3271.0,3300.0,3466.0,3367.0,3374.0,3295.0,3200.0,3200.0,3190.0,3248.0,3200.0,3150.0,3154.0,3024.0,2900.0,2835.0,2975.0,3000.0,2980.0,2950.0,2927.0,2900.0,2950.0,3000.0,3190.0,3248.0,3400.0,3486.0,3530.0,3600.0,3650.0,3594.0,3650.0,3733.0,4000.0,4162.0,4074.0,4054.0,4050.0,4000.0,3900.0,3931.0,3871.0,3850.0,3991.0,4000.0,4065.0,4259.0,3975.0,4100.0,4249.0,4277.0,4250.0,4008.0,4050.0,4000.0,3942.0,4046.0,4055.0,4135.0,4134.0,4313.0,4384.0,4395.0,4300.0,4320.0,4500.0,4275.0,4283.0,4345.0,4403.0,4435.0,4497.0,4500.0,4550.0,4555.0,4475.0,4338.0,4358.0,4395.0,4379.0,4500.0,4500.0,4550.0,4500.0
Longwood,Bronx,neighborhood,,,,,,,1323.0,1323.0,,,,,,,,,,,,1150.0,1150.0,950.0,925.0,925.0,925.0,1000.0,1000.0,950.0,950.0,950.0,950.0,950.0,,,,,,,,930.0,930.0,,,,,,,1500.0,1300.0,1300.0,1175.0,1700.0,1700.0,1400.0,1400.0,1600.0,1600.0,1600.0,,,1650.0,1650.0,1650.0,1650.0,1123.0,931.0,931.0,2500.0,2500.0,1595.0,1595.0,1595.0,2500.0,2500.0,2500.0,2500.0,2995.0,1597.0,1595.0,1595.0,1900.0,1095.0,1725.0,1725.0,1999.0,1800.0,1800.0,1575.0,1550.0,1550.0,1775.0,2200.0,1690.0,1690.0,2500.0,2300.0,2300.0,2500.0,1950.0,,1315.0,1875.0,1650.0,1591.0,1950.0,2075.0,2100.0,2025.0,2025.0,2030.0,2175.0,1950.0,2050.0,1999.0,1900.0,1895.0,2181.0,1899.0,1999.0,2300.0,2275.0,2275.0,2050.0,1900.0,1900.0,1750.0,2200.0,2175.0,2049.0,2000.0,1800.0,1800.0,2000.0,2000.0,1995.0,1950.0,1950.0,2195.0,2100.0,1950.0,1950.0,2095.0,1875.0,2000.0,2100.0,2200.0,2200.0,2000.0,2095.0,2195.0,2600.0,2375.0,2199.0,2575.0,2950.0,2950.0,1620.0,2400.0,2000.0,2500.0,2295.0,2495.0,1990.0,1950.0,2899.0,2395.0,2200.0,2495.0,2395.0,2395.0,2400.0,1850.0,2650.0,1797.0,3606.0,2200.0,3500.0,2500.0,1886.0,2500.0,2100.0,2100.0,1595.0,1595.0,1595.0,2500.0,2500.0,2300.0,1740.0,1665.0,,1829.0,1829.0,1665.0,1940.0,1940.0,1940.0,2750.0
Lower East Side,Manhattan,neighborhood,2295.0,2295.0,2300.0,2250.0,2495.0,2495.0,2500.0,2595.0,2600.0,2600.0,2600.0,2700.0,2650.0,2700.0,2500.0,2406.0,2400.0,2400.0,2495.0,2595.0,2695.0,2595.0,2595.0,2295.0,2300.0,2650.0,2900.0,3000.0,2800.0,2750.0,2650.0,2650.0,2800.0,2800.0,2950.0,3000.0,2950.0,3000.0,2975.0,2900.0,2825.0,2950.0,2800.0,2750.0,2950.0,2850.0,2800.0,2895.0,2895.0,2700.0,2800.0,2795.0,2800.0,2995.0,2995.0,3100.0,3100.0,2995.0,3000.0,2995.0,3000.0,3000.0,2850.0,2820.0,2895.0,3100.0,3150.0,3200.0,3300.0,3095.0,3000.0,3000.0,3000.0,3000.0,3000.0,3200.0,3300.0,3400.0,3391.0,3395.0,3300.0,3150.0,3100.0,2950.0,2900.0,3100.0,3045.0,3050.0,3200.0,3162.0,3200.0,3208.0,3100.0,3000.0,2995.0,2995.0,2995.0,2950.0,3075.0,3208.0,3250.0,3195.0,3250.0,3350.0,3349.0,3345.0,3300.0,3225.0,3235.0,3231.0,3250.0,3400.0,3600.0,3600.0,3450.0,3495.0,3510.0,3600.0,3650.0,3700.0,3800.0,3995.0,4000.0,3850.0,3500.0,3200.0,3100.0,2995.0,2812.0,2800.0,2750.0,2665.0,2700.0,2665.0,2700.0,2800.0,2932.0,3000.0,3219.0,3385.0,3500.0,3495.0,3500.0,3600.0,3895.0,4000.0,4144.0,4144.0,4295.0,4195.0,4295.0,4255.0,4395.0,4200.0,3995.0,4000.0,4250.0,4395.0,4200.0,4250.0,4200.0,4495.0,4400.0,4275.0,4455.0,4200.0,4125.0,4000.0,4000.0,4100.0,4200.0,4400.0,4450.0,4400.0,4595.0,4495.0,4395.0,4195.0,4246.0,4200.0,4400.0,4350.0,4475.0,4700.0,4700.0,4750.0,4800.0,4895.0,4700.0,4795.0,4585.0,4695.0,4695.0,4895.0,4875.0,5300.0,5250.0,5100.0
Manhattan,Manhattan,borough,2800.0,2792.0,2700.0,2800.0,2800.0,2841.0,2890.0,2900.0,3000.0,3000.0,3000.0,2950.0,2950.0,2995.0,2950.0,3000.0,3000.0,3100.0,3100.0,3200.0,3300.0,3300.0,3295.0,3250.0,3200.0,3150.0,3190.0,3200.0,3200.0,3200.0,3200.0,3250.0,3350.0,3300.0,3300.0,3300.0,3216.0,3250.0,3250.0,3200.0,3200.0,3200.0,3200.0,3300.0,3320.0,3300.0,3300.0,3295.0,3200.0,3200.0,3250.0,3300.0,3300.0,3295.0,3200.0,3225.0,3250.0,3275.0,3250.0,3255.0,3250.0,3295.0,3300.0,3300.0,3400.0,3400.0,3400.0,3450.0,3500.0,3425.0,3350.0,3350.0,3304.0,3350.0,3395.0,3400.0,3450.0,3404.0,3400.0,3350.0,3400.0,3360.0,3300.0,3250.0,3235.0,3255.0,3250.0,3300.0,3323.0,3300.0,3300.0,3350.0,3350.0,3300.0,3231.0,3250.0,3245.0,3214.0,3200.0,3250.0,3300.0,3330.0,3343.0,3350.0,3320.0,3300.0,3295.0,3300.0,3295.0,3300.0,3301.0,3400.0,3495.0,3500.0,3500.0,3500.0,3525.0,3550.0,3556.0,3552.0,3577.0,3600.0,3610.0,3595.0,3479.0,3361.0,3200.0,3008.0,2950.0,2875.0,2799.0,2775.0,2750.0,2750.0,2750.0,2800.0,2850.0,2900.0,3000.0,3100.0,3200.0,3300.0,3475.0,3524.0,3700.0,3800.0,3883.0,4000.0,4095.0,4100.0,4200.0,4200.0,4250.0,4200.0,4150.0,4160.0,4200.0,4300.0,4250.0,4390.0,4395.0,4395.0,4375.0,4300.0,4340.0,4200.0,4150.0,4150.0,4200.0,4267.0,4300.0,4400.0,4475.0,4400.0,4400.0,4395.0,4300.0,4295.0,4200.0,4300.0,4350.0,4399.0,4425.0,4500.0,4595.0,4725.0,4750.0,4750.0,4625.0,4600.0,4510.0,4550.0,4596.0,4700.0,4750.0,4876.0,4926.0,4965.0
Manhattan Beach,Brooklyn,neighborhood,,,,,12000.0,12000.0,9000.0,9000.0,9000.0,,,,,,,,,,,,,,,600.0,2400.0,600.0,5000.0,5000.0,5000.0,,10000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,,,4200.0,4200.0,2000.0,2000.0,2000.0,,2100.0,2100.0,,,,,,,4000.0,,1700.0,1500.0,1650.0,15000.0,5000.0,1500.0,15000.0,3600.0,3600.0,3600.0,1650.0,1995.0,2290.0,2500.0,2500.0,2500.0,2900.0,4100.0,3300.0,3300.0,3150.0,4100.0,4500.0,4555.0,3150.0,3150.0,4000.0,4100.0,4100.0,2650.0,2500.0,2200.0,2150.0,2550.0,2900.0,3700.0,7000.0,4500.0,4500.0,4500.0,,3499.0,3299.0,1650.0,2600.0,1700.0,2499.0,,2600.0,1450.0,,2599.0,2599.0,2600.0,2600.0,7000.0,2300.0,2300.0,2100.0,2100.0,2100.0,3300.0,2450.0,3000.0,2950.0,,,,,,1950.0,1750.0,1750.0,1800.0,1800.0,2100.0,2100.0,2100.0,2100.0,1700.0,1700.0,2000.0,1700.0,1700.0,1700.0,2700.0,1500.0,2700.0,4750.0,3750.0,4250.0,4250.0,4250.0,4250.0,2150.0,2150.0,,,,2800.0,2800.0,,3950.0,1850.0,1850.0,,,,2300.0,2300.0,4200.0,4200.0,4200.0,,,,,,11000.0,2200.0,3600.0,3200.0,3200.0,4500.0,,,2150.0,2150.0,2150.0,2100.0,,2150.0,11500.0,2500.0,2500.0,2800.0,5400.0,5200.0,5500.0,5500.0,,2200.0,4250.0
Marble Hill,Manhattan,neighborhood,,,,1600.0,1600.0,,,,,,,,,,,,,,,,,,,,,1425.0,1425.0,1425.0,,,,,2150.0,2100.0,1995.0,1995.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1650.0,1650.0,1300.0,1875.0,1250.0,1250.0,1150.0,1100.0,2100.0,1695.0,1100.0,1200.0,1400.0,1700.0,1699.0,1250.0,1250.0,1295.0,1395.0,1650.0,1600.0,1700.0,1699.0,1699.0,1375.0,1275.0,1375.0,1150.0,1250.0,1150.0,1050.0,1375.0,1400.0,1950.0,1950.0,1950.0,1660.0,1750.0,1875.0,1850.0,1800.0,1800.0,1770.0,1770.0,1720.0,1720.0,1750.0,2250.0,2200.0,2235.0,2150.0,2100.0,2100.0,1825.0,1845.0,2310.0,2310.0,2310.0,2330.0,2200.0,2260.0,2210.0,1925.0,1975.0,2100.0,2425.0,2425.0,2050.0,2095.0,2300.0,2075.0,1935.0,1975.0,2150.0,2075.0,2200.0,2395.0,2395.0,2395.0,2195.0,2150.0,2370.0,1800.0,1800.0,1775.0,1775.0,1675.0,1650.0,1620.0,1620.0,1675.0,2300.0,1650.0,1850.0,1895.0,1875.0,1850.0,1803.0,1925.0,1925.0,1925.0,1925.0,1950.0,1950.0,1980.0,1950.0,1950.0,1950.0,2150.0,2295.0,2275.0,2295.0,2150.0,2395.0,2395.0,2300.0,2295.0,2150.0,2295.0,2295.0,1995.0,2300.0,2100.0,2100.0,1950.0,2295.0,2800.0,2400.0,2500.0,2850.0,2900.0,2885.0,3075.0,2600.0,2600.0,2986.0,2986.0,2400.0,2500.0,2400.0,2650.0,2650.0,2505.0,2584.0,3325.0,3225.0,3150.0,3150.0,3200.0,3350.0,3300.0,3300.0,3295.0,3310.0,3275.0,3275.0
Marine Park,Brooklyn,neighborhood,,,,,,,1100.0,1100.0,,1100.0,,,,1300.0,1300.0,1300.0,1300.0,1300.0,1100.0,1400.0,1300.0,1300.0,1300.0,1300.0,1500.0,1500.0,1500.0,,,,,,1600.0,1600.0,1600.0,1200.0,1200.0,1200.0,1200.0,1200.0,1300.0,1300.0,,,1400.0,2500.0,3000.0,2500.0,2500.0,2500.0,2500.0,1475.0,1475.0,3200.0,3200.0,3200.0,2400.0,2200.0,2000.0,2000.0,2200.0,1900.0,1900.0,2400.0,1900.0,1650.0,1650.0,1700.0,1850.0,1850.0,1750.0,2200.0,2300.0,2200.0,2200.0,2200.0,2000.0,1800.0,1846.0,1735.0,2200.0,2700.0,1700.0,1900.0,1900.0,1900.0,1800.0,1700.0,1750.0,1750.0,1799.0,2000.0,1599.0,2350.0,1800.0,2250.0,2300.0,2300.0,1895.0,1800.0,2200.0,2199.0,2149.0,1699.0,2100.0,2100.0,2700.0,2499.0,1675.0,2000.0,2150.0,1835.0,2200.0,2200.0,1775.0,1799.0,2200.0,2200.0,1945.0,1945.0,1799.0,1799.0,1849.0,1849.0,1849.0,2175.0,2175.0,2225.0,2200.0,2075.0,2075.0,2075.0,2100.0,2200.0,2100.0,2000.0,1900.0,2000.0,2000.0,1850.0,2000.0,1850.0,1650.0,2500.0,1850.0,1685.0,2500.0,2999.0,2900.0,2975.0,2850.0,2400.0,2299.0,2399.0,2799.0,2599.0,2199.0,2550.0,2200.0,2200.0,2500.0,2500.0,3000.0,2999.0,3300.0,2700.0,2700.0,2800.0,2500.0,2499.0,2499.0,3000.0,2600.0,2600.0,2650.0,2850.0,2850.0,3050.0,2795.0,1500.0,2900.0,2650.0,2800.0,3200.0,2800.0,2550.0,2499.0,3400.0,3400.0,2950.0,2900.0,3200.0,2900.0,3400.0,2100.0,2300.0,2300.0,1700.0
Maspeth,Queens,neighborhood,,,1450.0,1450.0,1500.0,,,1375.0,1400.0,1400.0,1350.0,1400.0,1400.0,1400.0,1075.0,1400.0,1400.0,,,,2100.0,1900.0,1800.0,1800.0,1800.0,1600.0,800.0,1500.0,1750.0,1650.0,1700.0,1650.0,1650.0,1750.0,1600.0,1800.0,1500.0,1875.0,1875.0,2000.0,2000.0,1600.0,1800.0,1350.0,1350.0,1400.0,1700.0,1600.0,1600.0,1600.0,1700.0,1900.0,1800.0,2000.0,1650.0,1450.0,1900.0,1600.0,1600.0,1800.0,2600.0,2400.0,2400.0,2000.0,2000.0,2000.0,2000.0,2000.0,1900.0,1900.0,1900.0,1925.0,1850.0,1850.0,1800.0,2000.0,2000.0,2100.0,2150.0,2150.0,2100.0,2000.0,2100.0,2100.0,2000.0,2000.0,2150.0,2150.0,2150.0,2150.0,2199.0,2200.0,2200.0,2150.0,2000.0,2000.0,2100.0,2000.0,2200.0,2150.0,2000.0,2150.0,2000.0,2150.0,2095.0,2099.0,2100.0,2050.0,2100.0,2200.0,2200.0,2099.0,2090.0,2200.0,2200.0,2098.0,2100.0,2100.0,2100.0,2000.0,1950.0,2100.0,2199.0,2100.0,2250.0,2250.0,2100.0,2100.0,1999.0,1910.0,1925.0,1900.0,1899.0,2000.0,2100.0,2100.0,2200.0,2075.0,2170.0,2170.0,1999.0,2150.0,2199.0,2150.0,2199.0,2399.0,2300.0,2200.0,2300.0,2399.0,2400.0,2595.0,2500.0,2500.0,2500.0,2399.0,2400.0,2500.0,2600.0,2450.0,2500.0,2550.0,2538.0,2700.0,2500.0,2500.0,2625.0,2599.0,2550.0,2550.0,2600.0,2600.0,2500.0,2600.0,2695.0,2750.0,2500.0,2700.0,2600.0,2575.0,2500.0,2599.0,2750.0,2795.0,2700.0,2700.0,2850.0,2800.0,2850.0,2850.0,2850.0,2500.0,2500.0,2500.0,2799.0,2600.0,2800.0,2995.0
Melrose,Bronx,neighborhood,,,,,,1323.0,1323.0,2200.0,1800.0,1800.0,,,,,,,,,,1400.0,1237.0,1243.0,1243.0,1150.0,1100.0,1050.0,1050.0,1050.0,1300.0,1200.0,1200.0,,,,,,,,,,,,,,2000.0,2000.0,1350.0,1350.0,1350.0,1350.0,3800.0,3800.0,1450.0,1450.0,1095.0,2400.0,1550.0,1550.0,917.0,2150.0,2300.0,854.0,1292.0,1350.0,1292.0,1292.0,1292.0,1292.0,1400.0,1695.0,1695.0,1695.0,1695.0,1550.0,1450.0,1075.0,1075.0,1400.0,1400.0,1550.0,1600.0,1600.0,1750.0,1100.0,1875.0,1650.0,1645.0,1600.0,1900.0,2000.0,2060.0,1875.0,1850.0,1879.0,1800.0,1645.0,1866.0,2000.0,1835.0,1750.0,1866.0,1650.0,1833.0,1833.0,1700.0,1650.0,1650.0,1775.0,1840.0,1840.0,1900.0,1750.0,1838.0,1975.0,2017.0,2016.0,2016.0,1875.0,1920.0,1920.0,1795.0,2200.0,2200.0,1800.0,1800.0,2200.0,2200.0,1377.0,2108.0,2035.0,2135.0,1795.0,1750.0,1700.0,1500.0,1700.0,1795.0,1795.0,1850.0,1999.0,1999.0,2000.0,2195.0,1995.0,1995.0,1999.0,1895.0,1800.0,1800.0,2000.0,2150.0,2000.0,1925.0,2100.0,2350.0,1795.0,2295.0,2200.0,2200.0,2200.0,3100.0,3100.0,2750.0,2375.0,2375.0,2295.0,2200.0,2200.0,2200.0,2300.0,2035.0,2100.0,2300.0,2150.0,2150.0,2200.0,2800.0,2325.0,2500.0,2655.0,1800.0,2000.0,2150.0,2650.0,2696.0,2350.0,2200.0,2395.0,2250.0,2250.0,2495.0,2350.0,2600.0,1625.0,1600.0,2400.0,1936.0,2250.0
Middle Village,Queens,neighborhood,850.0,850.0,850.0,850.0,,,,,,,,,,,1950.0,1950.0,,,,,1550.0,,,,,,1100.0,,1500.0,1500.0,2000.0,1500.0,,,,1300.0,1300.0,,,,,1050.0,1050.0,1900.0,1275.0,1275.0,1550.0,1350.0,1350.0,2000.0,1500.0,1575.0,1595.0,1750.0,1775.0,1775.0,1775.0,1775.0,1800.0,1750.0,1750.0,1650.0,1950.0,1950.0,2000.0,2150.0,2000.0,2100.0,2000.0,2000.0,1925.0,2150.0,1880.0,1800.0,1925.0,1800.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2200.0,2100.0,2200.0,1900.0,1900.0,2000.0,1995.0,1950.0,2000.0,2000.0,1900.0,1650.0,2000.0,2200.0,2000.0,2100.0,2075.0,2095.0,2000.0,2100.0,2200.0,2100.0,2100.0,2000.0,2100.0,2000.0,2199.0,2200.0,2200.0,1999.0,2200.0,1999.0,2300.0,2450.0,2450.0,2100.0,2200.0,2300.0,2298.0,2100.0,2298.0,2400.0,2299.0,2225.0,2200.0,2100.0,2199.0,1950.0,2200.0,2000.0,2000.0,2200.0,2100.0,2100.0,2000.0,2150.0,2199.0,2100.0,2200.0,2300.0,2300.0,2099.0,2100.0,2599.0,2400.0,2500.0,2500.0,2500.0,2500.0,2600.0,2400.0,2400.0,2600.0,2600.0,2600.0,2500.0,2500.0,2500.0,2500.0,2500.0,2400.0,2499.0,2499.0,2500.0,2600.0,2600.0,2800.0,2400.0,2650.0,2600.0,2500.0,2650.0,2700.0,2599.0,2600.0,2850.0,2550.0,2800.0,2600.0,2500.0,2400.0,2250.0,2100.0,2200.0,3250.0,3000.0,2150.0,2500.0,2300.0,2750.0,2850.0,2800.0,2990.0,2900.0
Midtown,Manhattan,neighborhood,3700.0,3795.0,3800.0,4000.0,3900.0,3900.0,3900.0,3850.0,3900.0,3895.0,3995.0,3995.0,4000.0,4000.0,3900.0,3950.0,3995.0,4000.0,4250.0,4495.0,4195.0,4295.0,4300.0,4000.0,4100.0,4200.0,4195.0,4200.0,4425.0,4250.0,4200.0,4200.0,4200.0,4095.0,4000.0,4100.0,3950.0,4095.0,4000.0,3995.0,3975.0,4000.0,3995.0,4000.0,4100.0,4100.0,4000.0,3800.0,3872.0,3800.0,3900.0,3900.0,3899.0,3900.0,3900.0,3900.0,3995.0,4000.0,4200.0,4195.0,4300.0,4082.0,4071.0,4045.0,4325.0,4300.0,4300.0,4100.0,4200.0,4125.0,4000.0,4095.0,4250.0,4400.0,4250.0,4000.0,4400.0,4321.0,4200.0,4100.0,4100.0,3995.0,3900.0,3950.0,3995.0,3995.0,3995.0,4060.0,4450.0,4295.0,4295.0,3843.0,4095.0,4000.0,3999.0,4000.0,3999.0,4000.0,3990.0,3877.0,3872.0,3900.0,3950.0,3925.0,3950.0,4000.0,4200.0,3895.0,3950.0,3969.0,4000.0,4050.0,4200.0,4225.0,4200.0,4050.0,4200.0,4495.0,4500.0,4625.0,4295.0,4300.0,4291.0,4125.0,3876.0,3713.0,3667.0,3800.0,3758.0,3650.0,3497.0,3500.0,3400.0,3500.0,3500.0,3495.0,3700.0,3865.0,4000.0,4200.0,4525.0,4700.0,4583.0,4750.0,4990.0,4995.0,4995.0,5000.0,5350.0,4740.0,5000.0,4995.0,4995.0,5000.0,5300.0,5000.0,5295.0,5000.0,4950.0,5200.0,5495.0,5200.0,5200.0,5200.0,5180.0,5079.0,5000.0,4975.0,5350.0,5595.0,5395.0,5250.0,5000.0,4800.0,5100.0,5100.0,5000.0,4895.0,4800.0,4900.0,4950.0,4950.0,4990.0,5250.0,5600.0,5600.0,5305.0,5500.0,5400.0,5200.0,5241.0,5080.0,5260.0,5415.0,6000.0,5965.0,5900.0,5765.0
Midtown East,Manhattan,neighborhood,2660.0,2650.0,2650.0,2695.0,2700.0,2750.0,2800.0,2800.0,2850.0,2895.0,2955.0,2900.0,2900.0,3000.0,2975.0,3000.0,3050.0,3200.0,3200.0,3200.0,3200.0,3250.0,3250.0,3185.0,3050.0,3035.0,3095.0,3150.0,3170.0,3125.0,3125.0,3200.0,3200.0,3195.0,3195.0,3177.0,3195.0,3200.0,3195.0,3195.0,3200.0,3200.0,3200.0,3245.0,3250.0,3200.0,3200.0,3250.0,3195.0,3200.0,3225.0,3250.0,3250.0,3295.0,3250.0,3250.0,3250.0,3290.0,3300.0,3295.0,3300.0,3295.0,3350.0,3400.0,3495.0,3495.0,3495.0,3450.0,3500.0,3400.0,3400.0,3377.0,3300.0,3395.0,3350.0,3400.0,3400.0,3400.0,3400.0,3400.0,3450.0,3400.0,3315.0,3307.0,3295.0,3300.0,3305.0,3395.0,3400.0,3400.0,3400.0,3395.0,3395.0,3395.0,3200.0,3200.0,3250.0,3295.0,3295.0,3350.0,3400.0,3450.0,3495.0,3450.0,3400.0,3438.0,3443.0,3485.0,3395.0,3400.0,3400.0,3450.0,3500.0,3595.0,3600.0,3625.0,3600.0,3600.0,3650.0,3600.0,3600.0,3615.0,3600.0,3554.0,3450.0,3345.0,3190.0,2996.0,2912.0,2850.0,2725.0,2700.0,2700.0,2750.0,2800.0,2895.0,3000.0,3062.0,3305.0,3495.0,3695.0,3745.0,4000.0,3995.0,4200.0,4295.0,4295.0,4254.0,4200.0,4250.0,4350.0,4210.0,4295.0,4251.0,4100.0,4141.0,4200.0,4295.0,4313.0,4495.0,4500.0,4500.0,4495.0,4495.0,4500.0,4355.0,4250.0,4200.0,4300.0,4350.0,4300.0,4399.0,4500.0,4500.0,4495.0,4500.0,4437.0,4400.0,4368.0,4400.0,4495.0,4500.0,4495.0,4550.0,4675.0,4895.0,4895.0,4850.0,4700.0,4650.0,4550.0,4550.0,4607.0,4885.0,4900.0,4995.0,5040.0,5095.0
Midtown South,Manhattan,neighborhood,3195.0,3195.0,3200.0,3330.0,3400.0,3400.0,3400.0,3390.0,3400.0,3240.0,3400.0,3400.0,3450.0,3300.0,3300.0,3300.0,3350.0,3400.0,3495.0,3500.0,3300.0,3250.0,3475.0,3285.0,3500.0,3200.0,3200.0,3375.0,4000.0,3900.0,3820.0,3725.0,3750.0,3700.0,3600.0,3495.0,3450.0,3450.0,3500.0,3450.0,3640.0,3500.0,3600.0,3550.0,3550.0,3500.0,3500.0,3430.0,3295.0,3400.0,3250.0,3400.0,3600.0,3600.0,3450.0,3525.0,3550.0,3500.0,3550.0,3600.0,3600.0,3500.0,3503.0,3500.0,3600.0,3600.0,3600.0,3900.0,3950.0,3795.0,3800.0,3895.0,3800.0,3850.0,3700.0,3738.0,3875.0,3870.0,3930.0,3800.0,3995.0,3950.0,3820.0,3750.0,3500.0,3700.0,3877.0,3900.0,3785.0,3700.0,3831.0,3969.0,3900.0,3900.0,3688.0,3646.0,3595.0,3631.0,3595.0,3615.0,3695.0,3995.0,3900.0,4045.0,3995.0,3950.0,3830.0,3795.0,3841.0,3950.0,3997.0,3923.0,4050.0,4107.0,4195.0,4125.0,4180.0,4033.0,4033.0,4195.0,4033.0,4250.0,4250.0,4050.0,3857.0,3772.0,3500.0,3300.0,3229.0,3338.0,3100.0,3117.0,3100.0,3200.0,3257.0,3400.0,3600.0,4000.0,4050.0,4482.0,4595.0,4600.0,4595.0,4895.0,5000.0,4700.0,4695.0,4900.0,4999.0,5000.0,5000.0,4995.0,4850.0,4749.0,4636.0,4875.0,4895.0,4998.0,4895.0,4995.0,4900.0,5035.0,4799.0,4800.0,4895.0,4750.0,4580.0,4580.0,4945.0,5000.0,5000.0,5000.0,4995.0,4995.0,4995.0,5000.0,4900.0,4950.0,4800.0,4995.0,4830.0,4913.0,4875.0,5175.0,5095.0,5195.0,5200.0,5200.0,5200.0,5170.0,5018.0,5195.0,5000.0,5100.0,5100.0,5250.0,5375.0,5450.0
