areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02,2026-03,2026-04,2026-05,2026-06
Inwood,Manhattan,neighborhood,1400.0,1395.0,1395.0,1395.0,1350.0,1299.0,1375.0,1450.0,1695.0,1600.0,1595.0,1595.0,1700.0,1595.0,1550.0,1600.0,1595.0,1450.0,1500.0,1500.0,1500.0,1550.0,1475.0,1495.0,1495.0,1475.0,1475.0,1455.0,1475.0,1550.0,1490.0,1550.0,1550.0,1499.0,1400.0,1450.0,1400.0,1399.0,1450.0,1400.0,1400.0,1500.0,1500.0,1520.0,1550.0,1695.0,1650.0,1650.0,1750.0,1600.0,1600.0,1675.0,1650.0,1650.0,1650.0,1695.0,1750.0,1750.0,1800.0,1675.0,1783.0,1750.0,1675.0,1850.0,1850.0,1900.0,1950.0,1950.0,1770.0,1900.0,1900.0,1950.0,1925.0,1800.0,1800.0,1950.0,1950.0,1850.0,1875.0,1825.0,1800.0,1795.0,1800.0,1800.0,1750.0,1800.0,1830.0,1850.0,1895.0,1850.0,1850.0,1850.0,1850.0,1850.0,1750.0,1800.0,1875.0,1850.0,1924.0,1924.0,1850.0,2000.0,2000.0,1900.0,1925.0,1995.0,1900.0,1850.0,1800.0,1990.0,1910.0,1950.0,1880.0,1975.0,2050.0,2000.0,2053.0,2100.0,2000.0,2000.0,2025.0,2025.0,1995.0,2000.0,2000.0,1950.0,1950.0,2019.0,1950.0,1897.0,1853.0,1850.0,1880.0,1883.0,1900.0,1899.0,1850.0,1800.0,1850.0,1850.0,1882.0,1925.0,1925.0,1950.0,1975.0,2050.0,2000.0,2175.0,2150.0,2050.0,2100.0,2156.0,2195.0,2000.0,2000.0,2000.0,2100.0,2000.0,2000.0,2100.0,2199.0,2200.0,2195.0,2195.0,2329.0,2200.0,2395.0,2350.0,2200.0,2200.0,2200.0,2175.0,2150.0,2100.0,2200.0,2325.0,2300.0,2139.0,2225.0,2300.0,2395.0,2395.0,2500.0,2975.0,3125.0,3125.0,3155.0,3125.0,3125.0,3100.0,3125.0,3125.0,3208.0,3000.0,3025.0,3200.0,3225.0,2795.0
Jackson Heights,Queens,neighborhood,1250.0,1250.0,1425.0,1425.0,1350.0,1350.0,1375.0,1350.0,1350.0,1350.0,1525.0,1500.0,1350.0,1345.0,1345.0,1345.0,1375.0,1375.0,1345.0,1450.0,1375.0,1300.0,1395.0,1500.0,1500.0,1500.0,1400.0,1425.0,1500.0,1650.0,1500.0,1500.0,1575.0,1700.0,1700.0,1600.0,1495.0,1600.0,1600.0,1650.0,1600.0,1500.0,1600.0,1500.0,1500.0,1600.0,1595.0,1550.0,1650.0,1750.0,1750.0,1750.0,1750.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1750.0,1750.0,1742.0,1750.0,1750.0,1800.0,1795.0,1850.0,1800.0,1800.0,1850.0,1850.0,1800.0,1800.0,1795.0,1800.0,1800.0,1900.0,1900.0,1900.0,1875.0,1950.0,1900.0,1900.0,1975.0,1875.0,1850.0,1850.0,1875.0,1850.0,1850.0,1850.0,1900.0,1850.0,1900.0,1925.0,1900.0,1950.0,1893.0,1900.0,1850.0,1865.0,1937.0,1950.0,1950.0,1900.0,1800.0,1800.0,1775.0,1799.0,1850.0,1925.0,2000.0,1995.0,2100.0,1995.0,1950.0,1925.0,1975.0,1960.0,2099.0,2100.0,2000.0,2000.0,2000.0,2000.0,2000.0,1950.0,1950.0,2000.0,1900.0,1800.0,1800.0,1800.0,1850.0,1800.0,1800.0,1850.0,1900.0,1900.0,1899.0,1950.0,2100.0,2000.0,1900.0,1890.0,1900.0,2050.0,2100.0,2025.0,2100.0,2100.0,2200.0,2195.0,2200.0,2150.0,2100.0,2250.0,2275.0,2290.0,2300.0,2400.0,2499.0,2500.0,2499.0,2300.0,2350.0,2395.0,2400.0,2400.0,2400.0,2200.0,2200.0,2400.0,2400.0,2400.0,2400.0,2300.0,2250.0,2400.0,2600.0,2390.0,2300.0,2400.0,2500.0,2495.0,2450.0,2500.0,2500.0,2500.0,2500.0,2499.0,2499.0,2388.0,2499.0,2500.0,2750.0,2875.0
Jamaica,Queens,neighborhood,1100.0,1000.0,1000.0,1100.0,,,,,1500.0,1500.0,1500.0,1500.0,1550.0,1500.0,1550.0,1500.0,1500.0,1400.0,1100.0,1100.0,1100.0,1550.0,1700.0,1700.0,1750.0,1899.0,1899.0,1616.0,1616.0,1899.0,1899.0,1500.0,1495.0,1495.0,1249.0,850.0,,1550.0,1500.0,1550.0,1595.0,1550.0,1595.0,1750.0,1650.0,1595.0,1700.0,1695.0,1675.0,1695.0,1595.0,1450.0,1595.0,1595.0,1695.0,1695.0,2000.0,1695.0,1695.0,1700.0,2150.0,1695.0,1795.0,1400.0,1550.0,1600.0,1600.0,1650.0,1550.0,1500.0,1500.0,1875.0,1800.0,1800.0,1950.0,1995.0,1950.0,1950.0,1895.0,1950.0,1833.0,1902.0,1948.0,2010.0,1950.0,1950.0,2010.0,2000.0,2010.0,2295.0,2383.0,1725.0,1725.0,2000.0,1828.0,1850.0,2053.0,2000.0,1995.0,1995.0,1900.0,2200.0,2383.0,2383.0,2275.0,2170.0,2170.0,2080.0,2170.0,2000.0,2170.0,2170.0,2170.0,2170.0,2170.0,2170.0,2200.0,2195.0,2200.0,2195.0,2200.0,2229.0,2275.0,2150.0,2175.0,2019.0,2111.0,2030.0,2050.0,2083.0,2100.0,2025.0,2120.0,2285.0,2000.0,1995.0,2100.0,2200.0,2300.0,2542.0,2325.0,2442.0,2442.0,2350.0,2425.0,2368.0,2400.0,2442.0,2690.0,2695.0,2701.0,2777.0,2630.0,2630.0,2695.0,2695.0,2685.0,2710.0,2680.0,2685.0,2745.0,2775.0,2715.0,2785.0,2800.0,2830.0,2850.0,2800.0,2900.0,2950.0,2953.0,2850.0,2825.0,3050.0,3050.0,3000.0,3050.0,3000.0,3050.0,2995.0,2864.0,3025.0,3000.0,2899.0,2965.0,2966.0,2914.0,2955.0,2935.0,2910.0,2935.0,2860.0,2885.0,2835.0,2840.0,2842.0,2850.0,2850.0
Jamaica Estates,Queens,neighborhood,5000.0,5000.0,,,,,,,1200.0,1200.0,,1450.0,1300.0,1300.0,1300.0,1300.0,950.0,3500.0,1225.0,2000.0,1225.0,1195.0,1600.0,1500.0,1400.0,1400.0,1400.0,1400.0,1175.0,1325.0,1175.0,1325.0,,1050.0,1050.0,1050.0,1750.0,1750.0,1695.0,1650.0,1200.0,1200.0,1300.0,1300.0,1450.0,1200.0,1450.0,1795.0,1500.0,1450.0,1500.0,1400.0,1500.0,1400.0,1400.0,1600.0,1650.0,1695.0,1600.0,1600.0,1600.0,1599.0,1550.0,1465.0,1599.0,1650.0,1599.0,1650.0,1650.0,1500.0,1600.0,1625.0,1625.0,1650.0,1595.0,1500.0,1625.0,1700.0,1700.0,1900.0,1775.0,1750.0,1750.0,1850.0,2195.0,1895.0,1845.0,1795.0,1600.0,1750.0,1875.0,2500.0,1995.0,1995.0,1995.0,1850.0,1850.0,1800.0,1975.0,1800.0,1870.0,2575.0,2345.0,2250.0,2300.0,2250.0,1800.0,1985.0,1550.0,2000.0,1799.0,1775.0,1895.0,1895.0,1842.0,1899.0,1750.0,1750.0,1600.0,1775.0,1895.0,2050.0,2275.0,1850.0,1800.0,1800.0,1900.0,1960.0,1850.0,1960.0,1795.0,1800.0,1775.0,1895.0,1960.0,1850.0,1850.0,1850.0,1960.0,1895.0,1875.0,1875.0,1850.0,1900.0,1800.0,1850.0,1800.0,1850.0,1960.0,2165.0,2450.0,2600.0,2100.0,2000.0,2000.0,1985.0,1800.0,1825.0,1950.0,1675.0,1950.0,2150.0,2200.0,2150.0,2450.0,2150.0,2149.0,2095.0,1895.0,2025.0,2049.0,2000.0,2100.0,2176.0,2350.0,2500.0,2195.0,2075.0,2150.0,2279.0,2550.0,2499.0,2500.0,2550.0,2770.0,2750.0,2300.0,2250.0,2200.0,2150.0,2100.0,2200.0,2300.0,2300.0,2250.0,2400.0,2395.0,2700.0
Jamaica Hills,Queens,neighborhood,,,,,,,1450.0,1199.0,1199.0,1199.0,,1850.0,1850.0,1850.0,1400.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1100.0,1100.0,1100.0,1100.0,1000.0,1000.0,1000.0,1000.0,1700.0,1700.0,1700.0,,,,,,,2000.0,2000.0,,,,2000.0,2000.0,1800.0,1300.0,1150.0,1200.0,1300.0,1799.0,2800.0,,1250.0,1325.0,1350.0,1295.0,1295.0,1800.0,2150.0,1375.0,1150.0,1350.0,1350.0,1675.0,2500.0,,1750.0,1750.0,1900.0,1600.0,1400.0,1900.0,1575.0,1650.0,1550.0,1500.0,1925.0,1900.0,1795.0,2250.0,2400.0,2000.0,3500.0,,,1400.0,1850.0,2025.0,1995.0,2000.0,2350.0,2449.0,2445.0,3000.0,2995.0,3150.0,2850.0,2500.0,1595.0,1595.0,1800.0,2000.0,2150.0,1875.0,1795.0,1850.0,1895.0,2150.0,1700.0,1950.0,2000.0,2000.0,1850.0,1850.0,1850.0,1845.0,1700.0,1800.0,1750.0,1750.0,1800.0,1650.0,1650.0,1650.0,1850.0,1850.0,1850.0,1775.0,1850.0,1850.0,1975.0,1600.0,1575.0,1575.0,1575.0,1600.0,1650.0,1650.0,1850.0,2200.0,1950.0,1795.0,2250.0,2250.0,2250.0,1875.0,1650.0,1625.0,1750.0,1645.0,1692.0,1825.0,2650.0,2200.0,2000.0,2000.0,2000.0,2100.0,1904.0,2000.0,2200.0,2100.0,1902.0,1899.0,1967.0,1899.0,1899.0,1899.0,1899.0,1900.0,2400.0,2100.0,2100.0,2300.0,2495.0,1995.0,1999.0,2136.0,1999.0,1999.0,1850.0,1899.0,1980.0,1899.0,1980.0,2175.0,2350.0
Kensington,Brooklyn,neighborhood,1854.0,1550.0,1250.0,1250.0,1800.0,1800.0,1750.0,1850.0,1700.0,1600.0,1650.0,1600.0,1650.0,1650.0,2400.0,1700.0,1700.0,1850.0,1550.0,1600.0,1800.0,1675.0,1550.0,1550.0,1650.0,1600.0,1600.0,1800.0,1850.0,1650.0,1750.0,1700.0,1800.0,1850.0,2050.0,1700.0,1500.0,1500.0,1700.0,1650.0,1950.0,1750.0,1700.0,1800.0,1850.0,2100.0,2025.0,1890.0,1800.0,1600.0,1900.0,1900.0,1900.0,1990.0,1875.0,1800.0,1828.0,1900.0,1950.0,1875.0,1799.0,1815.0,1900.0,2000.0,2000.0,2000.0,2100.0,2000.0,2100.0,2250.0,2200.0,2175.0,2150.0,2075.0,1950.0,2100.0,2000.0,2100.0,2100.0,2175.0,2100.0,2125.0,2100.0,2100.0,2100.0,1950.0,1895.0,1900.0,1950.0,2000.0,2100.0,2095.0,2050.0,2100.0,2000.0,2000.0,2095.0,2100.0,2100.0,1975.0,1995.0,2000.0,2203.0,2200.0,2100.0,2000.0,2100.0,2133.0,2150.0,2150.0,1999.0,2200.0,2150.0,2100.0,2250.0,2315.0,2372.0,2195.0,2195.0,2000.0,2100.0,2250.0,2200.0,2249.0,2124.0,2200.0,2180.0,2100.0,2016.0,1900.0,1875.0,1850.0,1875.0,1850.0,1800.0,1795.0,1810.0,1900.0,1995.0,2100.0,2250.0,2199.0,2100.0,2149.0,2299.0,2225.0,2250.0,2249.0,2550.0,2600.0,2650.0,2600.0,2550.0,2399.0,2255.0,2400.0,2400.0,2500.0,2646.0,2800.0,2650.0,2599.0,2500.0,2600.0,2700.0,2400.0,2300.0,2450.0,2495.0,2700.0,2705.0,2800.0,2800.0,2750.0,2600.0,2700.0,2600.0,2500.0,2690.0,2700.0,2600.0,2799.0,2600.0,2800.0,2895.0,2900.0,2800.0,2950.0,2800.0,2800.0,3000.0,2600.0,2600.0,3100.0,2825.0,2798.0,2900.0,2750.0
Kew Gardens,Queens,neighborhood,1500.0,1425.0,1500.0,1450.0,1450.0,1350.0,1400.0,1575.0,1700.0,1399.0,1350.0,1275.0,1395.0,1400.0,1500.0,1395.0,1295.0,1295.0,1170.0,1300.0,1525.0,1460.0,1500.0,1475.0,1495.0,1550.0,1500.0,1400.0,1695.0,2100.0,2200.0,2800.0,3150.0,2954.0,2200.0,1800.0,1600.0,1500.0,1500.0,1500.0,1650.0,1900.0,1795.0,1650.0,1895.0,1750.0,1700.0,1700.0,1850.0,1525.0,1525.0,1525.0,1650.0,1650.0,1650.0,1950.0,1700.0,1650.0,1600.0,1650.0,1725.0,1725.0,1700.0,1800.0,1850.0,1750.0,1800.0,1895.0,1895.0,1850.0,1850.0,1950.0,2000.0,1825.0,1795.0,1875.0,1875.0,1950.0,2000.0,2000.0,1900.0,1950.0,1900.0,2000.0,1995.0,1900.0,1925.0,1999.0,1850.0,1850.0,1825.0,1900.0,1900.0,1950.0,2000.0,2050.0,2050.0,1925.0,2000.0,1895.0,1850.0,2085.0,1925.0,1895.0,1850.0,1895.0,1850.0,2000.0,1850.0,1895.0,1900.0,1995.0,2050.0,2062.0,1995.0,1993.0,1899.0,1899.0,1836.0,1875.0,1895.0,2000.0,1975.0,1900.0,1850.0,1800.0,1849.0,1825.0,1900.0,1800.0,1875.0,1800.0,1850.0,1875.0,1850.0,1800.0,1800.0,1850.0,1850.0,1900.0,1895.0,1950.0,1995.0,2060.0,2050.0,1995.0,1999.0,1975.0,2000.0,2100.0,2100.0,2150.0,2150.0,2200.0,2295.0,2250.0,2300.0,2225.0,2100.0,2100.0,2250.0,2295.0,2349.0,2495.0,2495.0,2495.0,2400.0,2400.0,2375.0,2395.0,2450.0,2650.0,2595.0,2600.0,2595.0,2420.0,2410.0,2395.0,2350.0,2490.0,2495.0,2495.0,2350.0,2395.0,2450.0,2599.0,2599.0,2600.0,2700.0,2795.0,2400.0,2750.0,2725.0,2700.0,2750.0,2680.0,2450.0,2800.0
Kew Gardens Hills,Queens,neighborhood,1350.0,1400.0,1400.0,1350.0,1350.0,1350.0,1350.0,1600.0,1800.0,1795.0,1850.0,1500.0,1500.0,1500.0,1350.0,1400.0,2350.0,1800.0,1500.0,1500.0,1400.0,1400.0,1280.0,1375.0,1100.0,1250.0,1350.0,1450.0,1595.0,1695.0,1450.0,1300.0,1375.0,1250.0,1250.0,1595.0,1650.0,1550.0,1250.0,1795.0,1695.0,1650.0,1650.0,2000.0,2000.0,1800.0,1700.0,1695.0,1695.0,2000.0,2175.0,2100.0,1800.0,1800.0,1725.0,2000.0,1825.0,2249.0,2250.0,1950.0,1850.0,1725.0,1550.0,1750.0,1875.0,1900.0,1950.0,1950.0,1800.0,1950.0,2000.0,2000.0,1950.0,1875.0,1875.0,1925.0,1788.0,1831.0,1950.0,2200.0,2050.0,2013.0,2000.0,2013.0,1975.0,1975.0,1975.0,1810.0,1810.0,1800.0,1800.0,1975.0,1975.0,1995.0,1904.0,1773.0,1900.0,1854.0,1895.0,2000.0,2000.0,2000.0,1850.0,1810.0,2000.0,2000.0,1975.0,1850.0,1850.0,2000.0,1834.0,1856.0,1833.0,2025.0,2000.0,1925.0,1925.0,1985.0,1975.0,1810.0,1925.0,1900.0,1900.0,1900.0,1810.0,2250.0,2100.0,2000.0,1800.0,1995.0,1950.0,1875.0,1900.0,1900.0,1900.0,1999.0,2025.0,1950.0,1900.0,1800.0,2100.0,2000.0,2050.0,1999.0,2150.0,2200.0,2000.0,2225.0,2220.0,2000.0,2095.0,2399.0,2400.0,2450.0,2600.0,2400.0,2299.0,2250.0,2300.0,2150.0,2450.0,3200.0,2975.0,2980.0,3000.0,2999.0,2800.0,2350.0,2850.0,2800.0,2525.0,2500.0,2900.0,2500.0,2500.0,2500.0,2500.0,2300.0,2500.0,2300.0,2565.0,2800.0,2800.0,2800.0,2550.0,2675.0,2800.0,2800.0,2550.0,2600.0,2800.0,2750.0,2595.0,2600.0,2550.0,2550.0,2400.0,2700.0
Kingsbridge,Bronx,neighborhood,1175.0,1193.0,1300.0,1300.0,1300.0,1300.0,900.0,1400.0,1400.0,1250.0,1250.0,1250.0,1750.0,1750.0,2500.0,1500.0,1850.0,1500.0,1500.0,1295.0,1200.0,1000.0,1295.0,1100.0,1100.0,2165.0,2165.0,2200.0,2350.0,1800.0,1725.0,1750.0,1750.0,1700.0,1400.0,1350.0,1350.0,1300.0,1295.0,1250.0,1150.0,1150.0,1295.0,1650.0,1650.0,1800.0,1500.0,1499.0,1500.0,1200.0,1395.0,1500.0,1600.0,1750.0,1450.0,1400.0,1350.0,1350.0,1400.0,1500.0,1500.0,1500.0,1500.0,1450.0,1500.0,1500.0,1500.0,1600.0,1600.0,1475.0,1550.0,1550.0,1500.0,1600.0,1650.0,1650.0,1695.0,1700.0,1800.0,2017.0,1850.0,1900.0,2017.0,2017.0,1925.0,1650.0,1800.0,1698.0,1995.0,1650.0,1600.0,1675.0,1650.0,1750.0,1750.0,1695.0,1575.0,1600.0,1700.0,1900.0,1895.0,1800.0,1775.0,1775.0,1800.0,1750.0,1750.0,1695.0,1695.0,1850.0,1900.0,1900.0,1950.0,1799.0,1720.0,1799.0,1900.0,1800.0,1700.0,1825.0,1825.0,1775.0,1850.0,1850.0,1725.0,1750.0,1750.0,1750.0,1750.0,1700.0,1900.0,1775.0,1800.0,1798.0,1775.0,1798.0,1800.0,1800.0,1800.0,1950.0,1850.0,1750.0,1675.0,1777.0,1650.0,1750.0,1950.0,1850.0,1900.0,2100.0,1995.0,1875.0,1776.0,1950.0,1895.0,1850.0,2150.0,2274.0,2095.0,2175.0,2095.0,2175.0,2395.0,2399.0,2399.0,2400.0,2350.0,2075.0,1998.0,2150.0,2000.0,2400.0,2400.0,2750.0,2600.0,2524.0,2695.0,2400.0,2500.0,2200.0,2400.0,2400.0,2500.0,2584.0,2600.0,2750.0,3000.0,3095.0,2700.0,2500.0,2650.0,2699.0,2700.0,2700.0,2595.0,3000.0,2775.0,2595.0
Laconia,Bronx,neighborhood,,,,,,1100.0,1100.0,1700.0,,,,,,,,,,,,2300.0,2300.0,2300.0,2300.0,2300.0,1000.0,1000.0,,1050.0,1100.0,1100.0,1100.0,,,,,,,,,,1500.0,1500.0,,,1100.0,,,,,1200.0,1750.0,1750.0,1750.0,,,,,,,2300.0,,,,,,1600.0,1600.0,1600.0,1550.0,1600.0,,1800.0,1800.0,,,,,,,,1250.0,1250.0,,1600.0,2100.0,2100.0,2500.0,2400.0,2400.0,2400.0,,,,,,,2600.0,,,,,1450.0,1700.0,1550.0,1450.0,,,1500.0,1500.0,1500.0,1850.0,2550.0,2550.0,2300.0,2100.0,1595.0,2600.0,2600.0,2550.0,2650.0,2650.0,2400.0,2400.0,2400.0,2400.0,2400.0,2600.0,,1750.0,1750.0,1800.0,,,,2100.0,,2199.0,1950.0,1950.0,,2695.0,2499.0,2300.0,,2850.0,2200.0,2200.0,2200.0,2400.0,,1700.0,1499.0,2400.0,2300.0,,1850.0,2170.0,2170.0,2750.0,2750.0,2295.0,2500.0,2500.0,2600.0,3000.0,2600.0,2900.0,2950.0,2950.0,3200.0,3200.0,1700.0,3200.0,3200.0,2950.0,2950.0,4263.0,,,,,2150.0,3000.0,3500.0,3449.0,3500.0,,,3650.0,3650.0,,,1400.0,1400.0,,2997.0,3753.0,4000.0
Laurelton,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600.0,,,,,,,,,,,,1400.0,1850.0,1850.0,1850.0,,,,,,,,,1600.0,2300.0,2300.0,2300.0,,,1300.0,1200.0,1200.0,,,1600.0,1175.0,2700.0,2700.0,2700.0,,,,,1850.0,2100.0,2200.0,2100.0,1650.0,,,,1450.0,1750.0,1975.0,2100.0,3095.0,2500.0,2500.0,2400.0,1350.0,1250.0,1499.0,1450.0,1295.0,1500.0,1500.0,1495.0,1500.0,1695.0,1695.0,1895.0,1699.0,1650.0,1300.0,1425.0,1425.0,1675.0,2200.0,2500.0,2500.0,1200.0,1450.0,1300.0,1300.0,1300.0,,,2400.0,1300.0,1900.0,2900.0,2900.0,1500.0,,,1600.0,3000.0,1300.0,1700.0,2400.0,2400.0,1700.0,,2500.0,,3103.0,3103.0,3400.0,1700.0,2300.0,2299.0,2199.0,3650.0,3200.0,1450.0,1350.0,1650.0,,3000.0,3000.0,2746.0,2500.0,2356.0,2356.0,3000.0,,2300.0,2300.0,3100.0,3100.0,3500.0,3400.0,,2400.0,2200.0,2200.0,1800.0,1600.0,2300.0,2300.0,3175.0,3175.0,2500.0,3000.0,3000.0,2700.0,4500.0,2600.0,2600.0,1800.0,1600.0,2995.0,2895.0,2550.0
Little Italy,Manhattan,neighborhood,3295.0,3000.0,3000.0,3000.0,2895.0,2600.0,3700.0,3795.0,5200.0,4750.0,4750.0,4700.0,4750.0,4500.0,4750.0,3800.0,3500.0,2850.0,4095.0,4395.0,4900.0,4250.0,2950.0,3800.0,4250.0,4200.0,3600.0,3400.0,2850.0,2500.0,2400.0,2500.0,2800.0,2500.0,3800.0,4950.0,4250.0,4250.0,3495.0,4850.0,3850.0,3300.0,4000.0,4100.0,4200.0,4850.0,4500.0,3200.0,3250.0,3850.0,3850.0,3050.0,2795.0,3200.0,3400.0,4195.0,2700.0,2700.0,2500.0,2575.0,2599.0,2799.0,2800.0,2895.0,2999.0,2795.0,3095.0,3600.0,3695.0,3250.0,3600.0,3620.0,3099.0,3150.0,2800.0,2800.0,2949.0,3100.0,3500.0,3500.0,3300.0,3200.0,3200.0,3150.0,3000.0,3000.0,3000.0,3000.0,2800.0,2950.0,2900.0,3000.0,2999.0,2795.0,2745.0,2600.0,2550.0,2595.0,3000.0,3100.0,3199.0,2900.0,2990.0,2900.0,2700.0,3100.0,3150.0,3000.0,3300.0,3000.0,3000.0,3595.0,3400.0,3500.0,3200.0,3500.0,3500.0,3400.0,3384.0,3300.0,3200.0,3500.0,3595.0,3550.0,3300.0,3300.0,3050.0,2746.0,2895.0,2650.0,2600.0,2555.0,2350.0,2325.0,2400.0,2500.0,2500.0,2700.0,2727.0,2900.0,2875.0,2995.0,3250.0,3150.0,3150.0,3500.0,3990.0,4000.0,4000.0,4000.0,4000.0,3500.0,3800.0,4000.0,3995.0,3899.0,3800.0,3800.0,4495.0,4400.0,4100.0,4195.0,4000.0,4000.0,3995.0,4495.0,4130.0,3600.0,3495.0,3800.0,3800.0,3850.0,3650.0,4200.0,4000.0,3999.0,4000.0,3890.0,4000.0,4690.0,3999.0,3999.0,5250.0,4400.0,4650.0,4495.0,4350.0,4495.0,4000.0,3675.0,4200.0,4200.0,4589.0,4200.0,4850.0,5700.0,5500.0,5250.0
Little Neck,Queens,neighborhood,1800.0,1800.0,1800.0,,2495.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,,,,,,,,2800.0,2800.0,1800.0,1800.0,2400.0,1800.0,1800.0,2400.0,2400.0,2400.0,2400.0,2400.0,1800.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2800.0,2800.0,1850.0,1600.0,,2000.0,2000.0,,,,,,2495.0,2395.0,3500.0,2500.0,2295.0,2295.0,2400.0,2400.0,2700.0,2250.0,2250.0,2200.0,2100.0,2100.0,2100.0,2100.0,3100.0,2200.0,2100.0,2100.0,2100.0,1900.0,1900.0,2100.0,1950.0,2850.0,2600.0,2600.0,2500.0,2100.0,2100.0,2450.0,2500.0,2500.0,2595.0,2500.0,2500.0,2500.0,2500.0,3500.0,3500.0,3500.0,2150.0,,,2600.0,2600.0,2600.0,1375.0,2500.0,2450.0,2300.0,2400.0,2300.0,2300.0,2250.0,2800.0,2300.0,2300.0,2750.0,2700.0,2699.0,2599.0,2499.0,2495.0,2500.0,2499.0,2400.0,2450.0,2275.0,2275.0,2500.0,,2300.0,2700.0,1800.0,1800.0,3200.0,,1695.0,2000.0,2000.0,,,1900.0,2400.0,1850.0,1800.0,2795.0,2795.0,2500.0,3200.0,1550.0,3399.0,4495.0,3900.0,2200.0,2300.0,1925.0,2500.0,2795.0,2795.0,2250.0,3300.0,2700.0,2500.0,2650.0,3695.0,3695.0,2700.0,2600.0,3200.0,3200.0,4500.0,2800.0,2850.0,3995.0,2995.0,3850.0,3695.0,4995.0,3995.0,2600.0,3995.0,2999.0,2999.0,3200.0,1800.0,1995.0,3150.0,2750.0,2750.0,4300.0,3795.0,2300.0,2550.0,3300.0,3500.0,3500.0,,4995.0,4995.0,3000.0,3000.0,3200.0
